Index Name,Date,Open,High,Low,Close,open-close,low-high,is_quarter_end,SMA_10,SMA_50,target
NIFTY 50,2003-04-09,1018.0,1018.0,1002.3,1004.85,13.149999999999977,-15.700000000000045,0,1004.575,1032.25,0
NIFTY 50,2003-04-10,1003.8,1003.8,958.2,962.2,41.59999999999991,-45.59999999999991,0,1000.525,1030.57,0
NIFTY 50,2003-04-11,958.9,965.15,935.7,949.8,9.100000000000023,-29.449999999999932,0,995.4449999999999,1028.8220000000001,1
NIFTY 50,2003-04-15,951.8,964.2,938.8,951.2,0.599999999999909,-25.40000000000009,0,992.7450000000001,1027.154,1
NIFTY 50,2003-04-16,950.65,961.75,949.0,958.65,-8.0,-12.75,0,990.18,1025.49,0
NIFTY 50,2003-04-17,958.65,958.65,936.7,940.7,17.949999999999932,-21.949999999999932,0,984.3100000000001,1023.198,1
NIFTY 50,2003-04-21,941.5,949.7,941.5,947.2,-5.7000000000000455,-8.200000000000045,0,978.115,1021.046,0
NIFTY 50,2003-04-22,947.1,951.4,937.85,943.5,3.6000000000000227,-13.549999999999955,0,970.7699999999999,1018.9680000000001,0
NIFTY 50,2003-04-23,943.75,951.2,931.5,934.2,9.549999999999955,-19.700000000000045,0,961.04,1016.38,0
NIFTY 50,2003-04-24,934.2,943.15,927.8,929.7,4.5,-15.350000000000023,0,952.2,1013.824,0
NIFTY 50,2003-04-25,929.45,931.35,921.1,924.3,5.150000000000091,-10.25,0,944.1450000000001,1011.3380000000001,1
NIFTY 50,2003-04-28,922.85,931.05,920.0,929.5,-6.649999999999977,-11.049999999999955,0,940.875,1008.9680000000001,1
NIFTY 50,2003-04-29,929.75,936.9,929.75,932.3,-2.5499999999999545,-7.149999999999977,0,939.125,1006.725,1
NIFTY 50,2003-04-30,935.25,935.55,929.85,934.05,1.2000000000000455,-5.699999999999932,0,937.4100000000001,1004.6859999999999,1
NIFTY 50,2003-05-02,930.9,940.2,930.8,938.3,-7.399999999999977,-9.400000000000091,0,935.375,1002.288,1
NIFTY 50,2003-05-05,937.45,948.95,936.65,945.4,-7.949999999999932,-12.300000000000068,0,935.8449999999999,1000.01,1
NIFTY 50,2003-05-06,945.85,955.0,943.2,951.85,-6.0,-11.799999999999955,0,936.3100000000001,997.7610000000001,0
NIFTY 50,2003-05-07,950.4,956.65,948.9,950.15,0.25,-7.75,0,936.975,995.4520000000001,0
NIFTY 50,2003-05-08,950.15,951.3,938.7,941.55,8.600000000000023,-12.599999999999909,0,937.71,992.96,0
NIFTY 50,2003-05-09,941.6,941.65,935.8,937.85,3.75,-5.850000000000023,0,938.525,990.314,0
NIFTY 50,2003-05-12,938.5,944.45,934.0,936.0,2.5,-10.450000000000045,0,939.695,987.9229999999999,1
NIFTY 50,2003-05-13,936.9,945.8,936.7,944.2,-7.300000000000068,-9.099999999999909,0,941.165,985.8140000000001,1
NIFTY 50,2003-05-14,944.2,953.45,943.15,952.15,-7.949999999999932,-10.300000000000068,0,943.15,983.798,1
NIFTY 50,2003-05-15,952.15,961.6,951.15,959.85,-7.7000000000000455,-10.450000000000045,0,945.7299999999999,981.727,1
NIFTY 50,2003-05-16,959.85,974.4,959.85,973.1,-13.25,-14.549999999999955,0,949.21,980.012,0
NIFTY 50,2003-05-19,973.7,979.85,964.6,966.55,7.150000000000091,-15.25,0,951.325,978.4110000000001,1
NIFTY 50,2003-05-20,964.65,974.05,959.8,971.55,-6.899999999999977,-14.25,0,953.2950000000001,977.028,0
NIFTY 50,2003-05-21,972.05,980.75,965.55,968.0,4.0499999999999545,-15.200000000000045,0,955.0800000000002,975.763,0
NIFTY 50,2003-05-22,967.95,972.4,960.05,963.25,4.7000000000000455,-12.350000000000023,0,957.25,974.6859999999999,1
NIFTY 50,2003-05-23,963.5,972.9,962.4,967.9,-4.399999999999977,-10.5,0,960.2549999999999,973.91,1
NIFTY 50,2003-05-26,967.85,983.9,967.1,982.45,-14.600000000000023,-16.799999999999955,0,964.9,973.2679999999999,0
NIFTY 50,2003-05-27,982.35,990.0,974.25,976.85,5.5,-15.75,0,968.165,972.7710000000001,1
NIFTY 50,2003-05-28,977.65,992.25,977.55,990.8,-13.149999999999977,-14.700000000000045,0,972.0300000000001,972.5939999999999,1
NIFTY 50,2003-05-29,990.8,1004.85,989.5,1002.6,-11.800000000000068,-15.350000000000023,0,976.3050000000001,972.786,1
NIFTY 50,2003-05-30,1000.05,1013.85,994.65,1006.8,-6.75,-19.200000000000045,0,979.675,972.8439999999999,1
NIFTY 50,2003-06-02,1006.85,1020.5,1004.7,1015.15,-8.299999999999955,-15.799999999999955,1,984.5350000000001,972.6419999999999,0
NIFTY 50,2003-06-03,1015.9,1016.9,1007.65,1010.65,5.25,-9.25,1,988.4449999999999,972.2440000000001,1
NIFTY 50,2003-06-04,1010.7,1022.75,1010.1,1021.05,-10.349999999999909,-12.649999999999977,1,993.75,971.922,1
NIFTY 50,2003-06-05,1021.1,1038.3,1021.1,1035.05,-13.949999999999932,-17.199999999999932,1,1000.93,972.345,1
NIFTY 50,2003-06-06,1036.2,1048.85,1035.95,1046.4,-10.200000000000045,-12.899999999999864,1,1008.78,973.0470000000001,1
NIFTY 50,2003-06-09,1046.0,1057.05,1039.85,1052.1,-6.099999999999909,-17.200000000000045,1,1015.7449999999999,973.812,0
NIFTY 50,2003-06-10,1052.0,1056.55,1033.95,1037.8,14.200000000000045,-22.59999999999991,1,1021.8399999999999,974.5139999999999,1
NIFTY 50,2003-06-11,1038.0,1048.25,1035.0,1044.1,-6.099999999999909,-13.25,1,1027.1699999999998,975.3840000000001,1
NIFTY 50,2003-06-12,1044.2,1052.6,1043.1,1051.3,-7.099999999999909,-9.5,1,1032.0399999999997,976.8459999999999,1
NIFTY 50,2003-06-13,1050.95,1059.45,1050.95,1056.2,-5.25,-8.5,1,1036.98,978.2840000000001,0
NIFTY 50,2003-06-16,1056.5,1059.8,1045.55,1051.8,4.7000000000000455,-14.25,1,1040.645,979.332,1
NIFTY 50,2003-06-17,1052.3,1083.2,1052.3,1081.95,-29.65000000000009,-30.90000000000009,1,1047.775,980.788,1
NIFTY 50,2003-06-18,1082.8,1093.2,1080.9,1086.75,-3.9500000000000455,-12.299999999999955,1,1054.3449999999998,982.1840000000001,1
NIFTY 50,2003-06-19,1085.95,1097.0,1078.9,1092.55,-6.599999999999909,-18.09999999999991,1,1060.095,983.405,1
NIFTY 50,2003-06-20,1092.65,1101.6,1081.35,1100.25,-7.599999999999909,-20.25,1,1065.48,985.048,0
NIFTY 50,2003-06-23,1100.6,1106.15,1087.65,1089.2,11.399999999999864,-18.5,1,1069.19,986.735,0
NIFTY 50,2003-06-24,1089.2,1092.65,1079.1,1085.35,3.8500000000001364,-13.550000000000182,1,1073.9450000000002,989.198,1
NIFTY 50,2003-06-25,1085.65,1109.75,1084.35,1106.65,-21.0,-25.40000000000009,1,1080.2,992.335,1
NIFTY 50,2003-06-26,1106.8,1118.9,1106.8,1116.35,-9.549999999999955,-12.100000000000136,1,1086.7050000000002,995.638,1
NIFTY 50,2003-06-27,1117.45,1126.8,1109.35,1125.55,-8.099999999999909,-17.450000000000045,1,1093.6399999999999,998.9759999999999,1
NIFTY 50,2003-06-30,1125.6,1141.3,1125.5,1134.15,-8.550000000000182,-15.799999999999955,1,1101.875,1002.845,0
NIFTY 50,2003-07-01,1133.95,1139.0,1125.75,1130.7,3.25,-13.25,0,1106.75,1006.515,1
NIFTY 50,2003-07-02,1131.55,1145.4,1130.2,1133.8,-2.25,-15.200000000000045,0,1111.455,1010.3209999999999,1
NIFTY 50,2003-07-03,1133.8,1150.75,1126.35,1144.65,-10.850000000000136,-24.40000000000009,0,1116.6650000000002,1014.53,0
NIFTY 50,2003-07-04,1145.6,1148.85,1134.0,1138.45,7.149999999999864,-14.849999999999909,0,1120.4850000000001,1018.705,1
NIFTY 50,2003-07-07,1138.9,1145.75,1134.6,1140.55,-1.6499999999998636,-11.150000000000091,0,1125.6200000000001,1023.03,1
NIFTY 50,2003-07-08,1141.45,1153.15,1141.3,1145.9,-4.4500000000000455,-11.850000000000136,0,1131.675,1027.358,0
NIFTY 50,2003-07-09,1146.35,1155.3,1137.15,1141.05,5.2999999999999545,-18.149999999999864,0,1135.115,1031.533,1
NIFTY 50,2003-07-10,1146.0,1163.6,1146.0,1162.35,-16.34999999999991,-17.59999999999991,0,1139.715,1036.0990000000002,0
NIFTY 50,2003-07-11,1162.3,1170.75,1157.45,1161.65,0.6499999999998636,-13.299999999999955,0,1143.325,1040.5659999999998,1
NIFTY 50,2003-07-14,1161.2,1173.95,1161.2,1171.5,-10.299999999999955,-12.75,0,1147.06,1045.088,0
NIFTY 50,2003-07-15,1171.5,1175.55,1148.8,1159.85,11.650000000000091,-26.75,0,1149.975,1049.248,1
NIFTY 50,2003-07-16,1158.7,1170.45,1148.6,1168.75,-10.049999999999955,-21.850000000000136,0,1153.47,1053.62,0
NIFTY 50,2003-07-17,1168.85,1175.95,1145.65,1152.0,16.84999999999991,-30.299999999999955,0,1154.205,1057.8290000000002,0
NIFTY 50,2003-07-18,1151.85,1162.6,1130.45,1140.0,11.849999999999909,-32.149999999999864,0,1154.3600000000001,1061.872,0
NIFTY 50,2003-07-21,1140.0,1146.4,1112.55,1115.8,24.200000000000045,-33.850000000000136,0,1151.8849999999998,1065.468,0
NIFTY 50,2003-07-22,1115.35,1118.25,1089.3,1109.2,6.149999999999864,-28.950000000000045,0,1148.215,1068.768,1
NIFTY 50,2003-07-23,1109.6,1124.7,1109.6,1119.05,-9.450000000000045,-15.100000000000136,0,1146.015,1072.106,1
NIFTY 50,2003-07-24,1119.95,1144.35,1118.55,1139.45,-19.5,-25.799999999999955,0,1143.725,1075.698,1
NIFTY 50,2003-07-25,1135.5,1164.7,1135.05,1162.75,-27.25,-29.65000000000009,0,1143.835,1079.491,1
NIFTY 50,2003-07-28,1163.25,1180.6,1163.25,1169.2,-5.9500000000000455,-17.34999999999991,0,1143.605,1083.5439999999999,1
NIFTY 50,2003-07-29,1169.25,1177.25,1154.8,1174.75,-5.5,-22.450000000000045,0,1145.095,1087.608,1
NIFTY 50,2003-07-30,1175.3,1187.7,1168.45,1183.0,-7.7000000000000455,-19.25,0,1146.52,1091.9080000000001,1
NIFTY 50,2003-07-31,1183.3,1198.5,1181.9,1185.85,-2.5499999999999545,-16.59999999999991,0,1149.905,1096.36,1
NIFTY 50,2003-08-01,1185.8,1198.8,1180.3,1195.75,-9.950000000000045,-18.5,0,1155.48,1100.917,1
NIFTY 50,2003-08-04,1196.05,1206.1,1185.95,1203.6,-7.5499999999999545,-20.149999999999864,0,1164.26,1105.34,0
NIFTY 50,2003-08-05,1203.9,1218.5,1181.0,1184.45,19.450000000000045,-37.5,0,1171.785,1109.492,0
NIFTY 50,2003-08-06,1184.1,1191.05,1164.75,1171.05,13.049999999999955,-26.299999999999955,0,1176.985,1113.097,1
NIFTY 50,2003-08-07,1170.75,1199.7,1170.75,1196.95,-26.200000000000045,-28.950000000000045,0,1182.7350000000001,1116.9840000000002,1
NIFTY 50,2003-08-08,1199.7,1224.5,1199.7,1222.65,-22.950000000000045,-24.799999999999955,0,1188.725,1121.3010000000002,1
NIFTY 50,2003-08-11,1222.6,1240.35,1215.75,1232.85,-10.25,-24.59999999999991,0,1195.09,1125.655,1
NIFTY 50,2003-08-12,1233.95,1249.35,1229.8,1234.75,-0.7999999999999545,-19.549999999999955,0,1201.09,1130.137,1
NIFTY 50,2003-08-13,1235.35,1249.35,1229.3,1246.9,-11.550000000000182,-20.049999999999955,0,1207.48,1134.654,1
NIFTY 50,2003-08-14,1247.0,1260.35,1243.4,1247.75,-0.75,-16.949999999999818,0,1213.67,1138.9080000000001,1
NIFTY 50,2003-08-18,1247.9,1285.7,1247.9,1281.4,-33.5,-37.799999999999955,0,1222.2350000000001,1143.608,0
NIFTY 50,2003-08-19,1286.05,1307.6,1268.1,1277.7,8.349999999999909,-39.5,0,1229.645,1148.12,1
NIFTY 50,2003-08-20,1280.8,1292.95,1280.8,1287.4,-6.600000000000136,-12.150000000000091,0,1239.94,1153.112,1
NIFTY 50,2003-08-21,1288.2,1304.15,1287.0,1300.95,-12.75,-17.15000000000009,0,1252.93,1158.249,1
NIFTY 50,2003-08-22,1301.5,1319.45,1298.8,1311.15,-9.650000000000091,-20.65000000000009,0,1264.35,1163.4460000000001,0
NIFTY 50,2003-08-25,1311.95,1332.55,1245.85,1271.1,40.850000000000136,-86.70000000000005,0,1269.1950000000002,1167.744,1
NIFTY 50,2003-08-26,1270.2,1322.95,1269.5,1318.2,-48.0,-53.450000000000045,0,1277.73,1173.072,1
NIFTY 50,2003-08-27,1318.75,1346.3,1318.75,1340.3,-21.549999999999955,-27.549999999999955,0,1288.285,1178.239,1
NIFTY 50,2003-08-28,1340.2,1349.0,1328.35,1341.05,-0.849999999999909,-20.65000000000009,0,1297.7,1183.325,1
NIFTY 50,2003-08-29,1341.2,1365.8,1340.8,1356.55,-15.349999999999909,-25.0,0,1308.5800000000002,1188.605,1
NIFTY 50,2003-09-01,1356.7,1379.4,1356.65,1375.95,-19.25,-22.75,1,1318.035,1194.1190000000001,1
NIFTY 50,2003-09-02,1375.95,1388.95,1366.9,1385.45,-9.5,-22.049999999999955,1,1328.81,1200.0439999999999,0
NIFTY 50,2003-09-03,1387.2,1394.95,1353.6,1359.35,27.850000000000136,-41.350000000000136,1,1336.005,1205.524,1
NIFTY 50,2003-09-04,1358.9,1382.6,1355.8,1372.7,-13.799999999999955,-26.799999999999955,1,1343.1799999999998,1210.845,1
NIFTY 50,2003-09-05,1373.0,1400.9,1372.75,1398.4,-25.40000000000009,-28.15000000000009,1,1351.905,1216.4859999999999,1
NIFTY 50,2003-09-08,1398.4,1420.25,1398.35,1417.35,-18.949999999999818,-21.90000000000009,1,1366.53,1222.3220000000001,0
NIFTY 50,2003-09-09,1417.8,1430.7,1397.65,1407.05,10.75,-33.049999999999955,1,1375.415,1227.78,1
NIFTY 50,2003-09-10,1407.0,1414.1,1389.65,1409.55,-2.5499999999999545,-24.449999999999818,1,1382.34,1233.357,0
NIFTY 50,2003-09-11,1409.65,1422.4,1399.6,1403.15,6.5,-22.800000000000182,1,1388.55,1238.7440000000001,0
NIFTY 50,2003-09-12,1405.55,1415.65,1367.15,1372.1,33.450000000000045,-48.5,1,1390.105,1243.2930000000001,0
NIFTY 50,2003-09-15,1371.75,1371.85,1322.65,1329.25,42.5,-49.19999999999982,1,1385.435,1247.1090000000002,1
NIFTY 50,2003-09-16,1330.15,1362.1,1299.5,1357.95,-27.799999999999955,-62.59999999999991,1,1382.685,1251.4569999999999,0
NIFTY 50,2003-09-17,1357.95,1377.45,1332.2,1341.6,16.350000000000136,-45.25,1,1380.9099999999999,1255.3709999999999,0
NIFTY 50,2003-09-18,1341.45,1342.6,1299.25,1302.35,39.100000000000136,-43.34999999999991,1,1373.875,1258.5970000000002,1
NIFTY 50,2003-09-19,1303.2,1331.05,1285.25,1322.15,-18.950000000000045,-45.799999999999955,1,1366.2499999999998,1261.793,0
NIFTY 50,2003-09-22,1319.25,1333.55,1300.25,1302.9,16.34999999999991,-33.299999999999955,1,1354.805,1264.618,1
NIFTY 50,2003-09-23,1302.85,1333.7,1290.55,1328.2,-25.350000000000136,-43.15000000000009,1,1346.9199999999998,1267.7520000000002,1
NIFTY 50,2003-09-24,1324.85,1373.9,1322.65,1372.05,-47.200000000000045,-51.25,1,1343.17,1271.9959999999999,0
NIFTY 50,2003-09-25,1371.45,1377.25,1352.8,1357.2,14.25,-24.450000000000045,1,1338.575,1275.765,1
NIFTY 50,2003-09-26,1357.55,1389.3,1357.35,1386.95,-29.40000000000009,-31.950000000000045,1,1340.06,1280.464,1
NIFTY 50,2003-09-29,1386.9,1422.35,1386.1,1399.95,-13.049999999999955,-36.25,1,1347.1299999999999,1285.6629999999998,1
NIFTY 50,2003-09-30,1400.7,1418.1,1399.8,1417.1,-16.399999999999864,-18.299999999999955,1,1353.0449999999998,1291.689,1
NIFTY 50,2003-10-01,1416.6,1430.9,1407.95,1420.85,-4.25,-22.950000000000045,0,1360.97,1297.922,1
NIFTY 50,2003-10-03,1420.85,1451.2,1420.85,1449.3,-28.450000000000045,-30.350000000000136,0,1375.665,1304.527,1
NIFTY 50,2003-10-06,1449.45,1481.05,1423.75,1478.9,-29.450000000000045,-57.299999999999955,0,1391.3400000000001,1311.316,0
NIFTY 50,2003-10-07,1478.95,1498.45,1467.75,1477.85,1.1000000000001364,-30.700000000000045,0,1408.8349999999998,1317.618,1
NIFTY 50,2003-10-08,1477.85,1493.05,1460.6,1478.6,-0.75,-32.450000000000045,0,1423.875,1323.806,1
NIFTY 50,2003-10-09,1487.85,1505.05,1478.4,1502.1,-14.25,-26.649999999999864,0,1436.8799999999999,1330.3529999999998,1
NIFTY 50,2003-10-10,1507.1,1527.25,1505.1,1523.1,-16.0,-22.15000000000009,0,1453.47,1337.155,1
NIFTY 50,2003-10-13,1523.35,1550.9,1516.05,1546.75,-23.40000000000009,-34.850000000000136,0,1469.45,1344.3729999999998,0
NIFTY 50,2003-10-14,1548.7,1562.85,1513.75,1520.8,27.90000000000009,-49.09999999999991,0,1481.5349999999999,1350.874,1
NIFTY 50,2003-10-15,1521.45,1543.85,1503.0,1537.0,-15.549999999999955,-40.84999999999991,0,1493.525,1357.5420000000001,1
NIFTY 50,2003-10-16,1537.3,1563.4,1537.3,1555.7,-18.40000000000009,-26.100000000000136,0,1507.01,1364.967,1
NIFTY 50,2003-10-17,1565.2,1574.1,1552.15,1569.45,-4.25,-21.949999999999818,0,1519.025,1372.935,0
NIFTY 50,2003-10-20,1569.7,1574.1,1536.5,1542.7,27.0,-37.59999999999991,0,1525.405,1379.85,0
NIFTY 50,2003-10-21,1546.2,1549.65,1496.95,1506.5,39.700000000000045,-52.700000000000045,0,1528.27,1385.5269999999998,0
NIFTY 50,2003-10-22,1506.75,1522.65,1483.0,1494.1,12.650000000000091,-39.65000000000009,0,1529.8200000000002,1390.7520000000002,0
NIFTY 50,2003-10-23,1494.75,1503.0,1466.25,1470.45,24.299999999999955,-36.75,0,1526.655,1395.4660000000001,1
NIFTY 50,2003-10-24,1485.8,1512.55,1434.75,1506.05,-20.25,-77.79999999999995,0,1524.95,1400.649,1
NIFTY 50,2003-10-25,1506.05,1533.05,1506.05,1521.95,-15.900000000000091,-27.0,0,1522.4699999999998,1406.1329999999998,0
NIFTY 50,2003-10-27,1522.05,1524.05,1482.0,1485.3,36.75,-42.049999999999955,0,1518.92,1410.211,0
NIFTY 50,2003-10-28,1485.45,1500.8,1471.3,1481.75,3.7000000000000455,-29.5,0,1513.395,1414.2920000000001,1
NIFTY 50,2003-10-29,1481.3,1501.7,1477.1,1498.45,-17.15000000000009,-24.600000000000136,0,1507.6699999999998,1418.513,1
NIFTY 50,2003-10-30,1499.25,1524.25,1495.8,1516.85,-17.59999999999991,-28.450000000000045,0,1502.41,1422.8310000000001,1
NIFTY 50,2003-10-31,1517.1,1559.75,1515.55,1555.9,-38.80000000000018,-44.200000000000045,0,1503.73,1427.726,1
NIFTY 50,2003-11-03,1556.5,1605.6,1556.5,1601.65,-45.15000000000009,-49.09999999999991,0,1513.2450000000001,1434.3370000000002,1
NIFTY 50,2003-11-04,1601.3,1626.4,1601.3,1618.7,-17.40000000000009,-25.100000000000136,0,1525.705,1440.3470000000002,0
NIFTY 50,2003-11-05,1618.7,1627.6,1592.55,1609.15,9.549999999999955,-35.049999999999955,0,1539.575,1445.724,1
NIFTY 50,2003-11-06,1610.55,1630.25,1605.4,1612.2,-1.650000000000091,-24.84999999999991,0,1550.19,1451.147,0
NIFTY 50,2003-11-07,1612.1,1624.5,1585.35,1592.05,20.049999999999955,-39.15000000000009,0,1557.2,1455.8569999999997,1
NIFTY 50,2003-11-10,1603.55,1603.65,1568.1,1594.5,9.049999999999955,-35.55000000000018,0,1568.12,1460.2279999999998,1
NIFTY 50,2003-11-11,1594.5,1608.85,1590.95,1601.15,-6.650000000000091,-17.899999999999864,0,1580.06,1464.5420000000001,1
NIFTY 50,2003-11-12,1601.3,1617.75,1598.0,1603.8,-2.5,-19.75,0,1590.595,1469.4309999999998,0
NIFTY 50,2003-11-13,1610.4,1616.15,1573.6,1579.95,30.450000000000045,-42.55000000000018,0,1596.9050000000002,1473.576,0
NIFTY 50,2003-11-14,1577.2,1580.3,1544.75,1550.45,26.75,-35.549999999999955,0,1596.3600000000001,1476.6170000000002,1
NIFTY 50,2003-11-15,1549.65,1571.3,1542.0,1562.8,-13.149999999999864,-29.299999999999955,0,1592.4750000000001,1479.526,1
NIFTY 50,2003-11-17,1563.1,1584.75,1554.4,1579.9,-16.800000000000182,-30.34999999999991,0,1588.595,1482.983,0
NIFTY 50,2003-11-18,1579.15,1591.25,1557.2,1564.4,14.75,-34.049999999999955,0,1584.1200000000001,1486.08,0
NIFTY 50,2003-11-19,1563.95,1564.0,1534.35,1540.6,23.350000000000136,-29.65000000000009,0,1576.96,1488.829,0
NIFTY 50,2003-11-20,1542.85,1558.15,1517.9,1522.3,20.549999999999955,-40.25,0,1569.9850000000001,1491.833,1
NIFTY 50,2003-11-21,1520.4,1547.0,1509.15,1540.7,-20.299999999999955,-37.84999999999991,0,1564.605,1496.0620000000001,1
NIFTY 50,2003-11-24,1541.35,1554.05,1536.5,1543.9,-2.550000000000182,-17.549999999999955,0,1558.8799999999999,1499.7809999999997,1
NIFTY 50,2003-11-25,1543.95,1572.05,1543.95,1568.65,-24.700000000000045,-28.09999999999991,0,1555.365,1504.3220000000001,1
NIFTY 50,2003-11-27,1568.85,1602.6,1568.7,1598.35,-29.5,-33.899999999999864,0,1557.205,1510.2419999999997,1
NIFTY 50,2003-11-28,1598.55,1618.95,1598.55,1615.25,-16.700000000000045,-20.40000000000009,0,1563.685,1516.104,1
NIFTY 50,2003-12-01,1615.85,1660.55,1615.7,1657.65,-41.80000000000018,-44.84999999999991,1,1573.1699999999998,1523.1989999999998,1
NIFTY 50,2003-12-02,1657.65,1671.85,1639.65,1658.5,-0.849999999999909,-32.19999999999982,1,1581.03,1529.805,1
NIFTY 50,2003-12-03,1660.7,1676.2,1655.9,1670.5,-9.799999999999955,-20.299999999999955,1,1591.6399999999999,1535.774,1
NIFTY 50,2003-12-04,1670.65,1683.75,1656.1,1675.2,-4.5499999999999545,-27.65000000000009,1,1605.1,1542.134,0
NIFTY 50,2003-12-05,1675.5,1688.25,1642.05,1645.8,29.700000000000045,-46.200000000000045,1,1617.45,1547.3110000000001,1
NIFTY 50,2003-12-08,1644.85,1654.35,1631.85,1646.25,-1.400000000000091,-22.5,1,1628.0049999999999,1552.237,1
NIFTY 50,2003-12-09,1646.4,1677.9,1646.4,1675.85,-29.449999999999818,-31.5,1,1641.2,1557.4119999999998,1
NIFTY 50,2003-12-10,1675.75,1697.3,1672.65,1686.9,-11.150000000000091,-24.649999999999864,1,1653.025,1562.7330000000002,1
NIFTY 50,2003-12-11,1688.35,1701.7,1678.35,1695.4,-7.050000000000182,-23.350000000000136,1,1662.73,1567.655,1
NIFTY 50,2003-12-12,1695.8,1705.95,1686.45,1698.9,-3.1000000000001364,-19.5,1,1671.095,1572.055,1
NIFTY 50,2003-12-15,1699.7,1728.0,1699.7,1723.95,-24.25,-28.299999999999955,1,1677.725,1576.977,1
NIFTY 50,2003-12-16,1723.9,1740.3,1711.3,1736.25,-12.349999999999909,-29.0,1,1685.5,1582.13,0
NIFTY 50,2003-12-17,1736.35,1746.2,1725.4,1733.25,3.099999999999909,-20.799999999999955,1,1691.775,1586.7530000000002,1
NIFTY 50,2003-12-18,1733.2,1759.0,1725.85,1756.1,-22.899999999999864,-33.15000000000009,1,1699.8650000000002,1591.4129999999998,1
NIFTY 50,2003-12-19,1757.0,1783.7,1755.4,1778.55,-21.549999999999955,-28.299999999999955,1,1713.14,1596.049,1
NIFTY 50,2003-12-22,1778.85,1794.3,1778.4,1789.15,-10.300000000000182,-15.899999999999864,1,1727.4299999999998,1601.4160000000002,0
NIFTY 50,2003-12-23,1789.1,1800.9,1751.05,1780.3,8.799999999999955,-49.850000000000136,1,1737.875,1606.282,1
NIFTY 50,2003-12-24,1788.45,1815.6,1780.3,1808.7,-20.25,-35.299999999999955,1,1750.0549999999998,1611.342,1
NIFTY 50,2003-12-26,1804.7,1840.35,1804.7,1837.05,-32.34999999999991,-35.649999999999864,1,1764.22,1616.694,1
NIFTY 50,2003-12-29,1838.05,1876.0,1837.65,1874.05,-36.0,-38.34999999999991,1,1781.735,1623.3210000000001,0
NIFTY 50,2003-12-30,1878.9,1914.4,1858.55,1873.25,5.650000000000091,-55.850000000000136,1,1796.6649999999997,1630.656,1
NIFTY 50,2003-12-31,1868.9,1895.65,1852.5,1879.75,-10.849999999999909,-43.15000000000009,1,1811.0149999999999,1638.369,1
NIFTY 50,2004-01-01,1880.35,1917.05,1880.35,1912.25,-31.90000000000009,-36.700000000000045,0,1828.9149999999997,1647.205,1
NIFTY 50,2004-01-02,1912.25,1951.7,1911.05,1946.05,-33.799999999999955,-40.65000000000009,0,1847.9099999999999,1656.005,1
NIFTY 50,2004-01-05,1946.3,1969.2,1930.75,1955.0,-8.700000000000045,-38.450000000000045,0,1865.5550000000003,1664.6660000000002,0
NIFTY 50,2004-01-06,1955.1,1979.05,1908.75,1926.7,28.399999999999864,-70.29999999999995,0,1879.31,1673.494,0
NIFTY 50,2004-01-07,1927.95,1930.95,1888.1,1916.75,11.200000000000045,-42.850000000000136,0,1892.955,1682.194,1
NIFTY 50,2004-01-08,1918.1,1973.45,1918.1,1968.55,-50.450000000000045,-55.350000000000136,0,1908.94,1691.596,1
NIFTY 50,2004-01-09,1969.0,2014.65,1957.45,1971.9,-2.900000000000091,-57.200000000000045,0,1922.425,1700.697,0
NIFTY 50,2004-01-12,1972.0,1980.55,1936.75,1945.6,26.40000000000009,-43.799999999999955,0,1929.5800000000004,1708.491,1
NIFTY 50,2004-01-13,1944.7,1967.85,1926.1,1963.6,-18.899999999999864,-41.75,0,1938.6150000000002,1715.73,1
NIFTY 50,2004-01-14,1987.4,1995.2,1970.1,1982.15,5.25,-25.100000000000136,0,1948.8550000000002,1722.999,0
NIFTY 50,2004-01-15,1983.2,2000.3,1933.25,1944.45,38.75,-67.04999999999995,0,1952.075,1729.705,0
NIFTY 50,2004-01-16,1944.15,1953.05,1887.1,1900.65,43.5,-65.95000000000005,0,1947.5349999999999,1735.4740000000002,1
NIFTY 50,2004-01-19,1901.9,1943.1,1874.95,1935.35,-33.44999999999982,-68.14999999999986,0,1945.5699999999997,1742.34,0
NIFTY 50,2004-01-20,1928.8,1957.65,1876.85,1893.25,35.549999999999955,-80.80000000000018,0,1942.225,1748.315,0
NIFTY 50,2004-01-21,1895.45,1899.55,1811.35,1824.6,70.85000000000014,-88.20000000000005,0,1933.0100000000002,1752.7839999999999,0
NIFTY 50,2004-01-22,1824.7,1854.55,1756.25,1770.5,54.200000000000045,-98.29999999999995,0,1913.2050000000004,1756.1180000000002,1
NIFTY 50,2004-01-23,1771.1,1858.5,1771.1,1847.55,-76.45000000000005,-87.40000000000009,0,1900.77,1761.47,1
NIFTY 50,2004-01-27,1847.9,1911.3,1844.65,1904.7,-56.799999999999955,-66.64999999999986,0,1896.6799999999998,1768.555,0
NIFTY 50,2004-01-28,1903.9,1918.45,1846.35,1863.1,40.80000000000018,-72.10000000000014,0,1886.6299999999999,1774.5609999999997,0
NIFTY 50,2004-01-29,1863.0,1883.1,1827.25,1843.6,19.40000000000009,-55.84999999999991,0,1872.775,1779.835,0
NIFTY 50,2004-01-30,1843.7,1860.4,1804.3,1809.75,33.950000000000045,-56.100000000000136,0,1859.3049999999998,1784.7420000000002,0
